price,price_category,type,beds,baths,address,furnishing,completion_status,post_date,average_rent,building_name,completion_year,parking_spaces,floors,area_sqft,elevators,area_name,city,country,Latitude,Longitude,purpose,price_per_sqft,rental_yeild
1200000,Average,Apartment,1,2,"Signature Livings North, Signature Livings, JVC District 10, Jumeirah Village Circle (JVC), Dubai",Furnished,Ready,2024-01-17,79226,Signature Livings - North,2021,146,6,2002.1039999999998,2,Jumeirah Village Circle (JVC),Dubai,UAE,25.0559446,55.20746502861806,For Sale,599.3694633245826,6.602166666666667
4950000,High,Apartment,1,1,"One Za'abeel The Residences, One Za'abeel, Za'abeel 1, Za'abeel, Dubai",Furnished,Ready,2024-03-30,387707,One Za'abeel The Residences,2023,1674,67,1130.22,19,Za'abeel,Dubai,UAE,25.21683265,55.30011608643647,For Sale,4379.678292721771,7.832464646464646
4600000,High,Villa,4,4,"Mira 3, Mira, Reem, Dubai",Furnished,Ready,2024-04-02,175594,Unknown,0,0,0,4795.362,0,Reem,Dubai,UAE,25.0315993,55.275689057829474,For Sale,959.2602185194778,3.8172608695652173
900000,Average,Apartment,1,2,"Binghatti Gateway, Al Jaddaf, Dubai",Unfurnished,Ready,2024-02-29,61575,Binghatti Gateway,2021,271,19,401.0,4,Al Jaddaf,Dubai,UAE,25.2142937,55.324569,For Sale,2244.3890274314213,6.841666666666667
2700000,Medium,Apartment,1,2,"Al Shahla, Shoreline Apartments, Palm Jumeirah, Dubai",Furnished,Ready,2024-03-28,166589,Al Shahla,2009,239,13,416.0,2,Palm Jumeirah,Dubai,UAE,25.10019025,55.11853499506269,For Sale,6490.384615384615,6.1699629629629635
670000,Average,Apartment,2,3,"Centrium Tower 2, Centrium Towers, Dubai Production City (IMPZ), Dubai",Unfurnished,Ready,2024-02-23,65058,CENTRIUM TOWER 2,2013,0,20,1291.6799999999998,0,Dubai Production City (IMPZ),Dubai,UAE,25.03078,55.188226,For Sale,518.7043230521492,9.710149253731343
6500000,High,Apartment,3,4,"Vida Residences Dubai Marina, Dubai Marina, Dubai",Furnished,Ready,2024-03-13,344431,VIDA Residences Dubai Marina,2022,562,60,4391.7119999999995,17,Dubai Marina,Dubai,UAE,25.0786415,55.1352524,For Sale,1480.0606232831299,5.298938461538462
11250000,High,Villa,5,7,"Nad Al Sheba Gardens, Nad Al Sheba 1, Nad Al Sheba, Dubai",Unfurnished,Ready,2024-03-05,542640,Unknown,0,0,0,3729.7259999999997,0,Nad Al Sheba,Dubai,UAE,25.1597355,55.3436278,For Sale,3016.3073641334513,4.823466666666667
945000,Average,Apartment,1,2,"Concorde Tower, JLT Cluster H, Jumeirah Lake Towers (JLT), Dubai",Furnished,Ready,2024-04-22,71947,CONCORDE TOWER 1,2010,0,44,583.0,0,Jumeirah Lake Towers (JLT),Dubai,UAE,25.0690625,55.141165591907736,For Sale,1620.926243567753,7.613439153439154
450000,Average,Apartment,0,1,"The Pulse Residence Icon, The Pulse Residence, The Pulse, Residential District, Dubai South, Dubai",Furnished,Ready,2024-04-22,35423,The Pulse Residence Icon,2020,112,15,2561.832,3,Dubai South,Dubai,UAE,24.9144391,55.1615128,For Sale,175.65554649953629,7.871777777777778
980000,Average,Apartment,1,1,"Mayfair Residency, Business Bay, Dubai",Furnished,Ready,2024-04-20,71686,MAYFAIR  RESIDENCY,2011,0,19,1733.004,0,Business Bay,Dubai,UAE,25.18942655,55.26481901527489,For Sale,565.4920588758018,7.314897959183673
1499999,Medium,Apartment,1,2,"PG Upper House, Al Furjan, Dubai",Furnished,Ready,2024-04-18,108733,PG Upper House,2023,123,16,2077.4519999999998,3,Al Furjan,Dubai,UAE,25.0267099,55.1469903,For Sale,722.037861765278,7.248871499247667
2100000,Medium,Apartment,2,2,"Azizi Daisy, Al Furjan, Dubai",Furnished,Ready,2024-04-15,177637,AZIZI DAISY,2017,203,10,1937.52,3,Al Furjan,Dubai,UAE,25.0267099,55.1469903,For Sale,1083.8597795119535,8.458904761904762
1900000,Medium,Apartment,2,3,"Golf Promenade 2A, Golf Promenade 2, Golf Promenade, Golf Town, DAMAC Hills, Dubai",Furnished,Ready,2024-04-15,147752,Golf Promenade 2 - A,2019,272,11,1334.7359999999999,3,DAMAC Hills,Dubai,UAE,25.0264384,55.251228,For Sale,1423.5024753958837,7.776421052631578
4200000,High,Townhouse,3,3,"The Springs 14, The Springs, Dubai",Unfurnished,Ready,2024-04-15,250094,Unknown,0,0,0,4391.7119999999995,0,The Springs,Dubai,UAE,25.05995825,55.18239787686163,For Sale,956.3468642752531,5.9546190476190475
4000000,High,Villa,3,4,"Arabella 1, Arabella Townhouses, Mudon, Dubai",Unfurnished,Ready,2024-04-19,256166,Unknown,0,0,0,4391.7119999999995,0,Mudon,Dubai,UAE,25.0204108,55.2679936,For Sale,910.8065374050029,6.4041500000000005
1850000,Medium,Apartment,2,1,"Collective 2.0 Tower A, Collective 2.0, Dubai Hills Estate, Dubai",Furnished,Ready,2024-04-15,137259,Collective 2.0 Tower A,2022,242,18,3713.58,5,Dubai Hills Estate,Dubai,UAE,25.09872095,55.25394008697513,For Sale,498.1715756763016,7.419405405405405
500000,Average,Apartment,0,1,"Spring Oasis, Dubai Silicon Oasis (DSO), Dubai",Furnished,Ready,2024-04-22,44675,Spring,2010,0,26,530.0,0,Dubai Silicon Oasis (DSO),Dubai,UAE,25.123803,55.384144,For Sale,943.3962264150944,8.935
750000,Average,Apartment,0,1,"Oxford 212, JVC District 10, Jumeirah Village Circle (JVC), Dubai",Furnished,Ready,2024-04-07,45488,Oxford 212,2023,222,7,3336.8399999999997,4,Jumeirah Village Circle (JVC),Dubai,UAE,25.0559446,55.20746502861806,For Sale,224.76354874671847,6.065066666666667
2500000,Medium,Apartment,2,3,"No. 9, Dubai Marina, Dubai",Unfurnished,Ready,2024-04-05,194886,Unknown,0,0,0,957.0,0,Dubai Marina,Dubai,UAE,25.0786415,55.1352524,For Sale,2612.330198537095,7.795439999999999
4400000,High,Apartment,3,4,"Surf 2, Surf at Creek Beach, Dubai Creek Harbour, Dubai",Unfurnished,Ready,2024-04-06,186090,Surf at Creek Beach Building 2,2023,302,11,2185.0919999999996,2,Dubai Creek Harbour,Dubai,UAE,25.197978,55.36037960558315,For Sale,2013.645192055987,4.229318181818182
7500000,High,Villa,4,4,"District 9, Jumeirah Park, Dubai",Unfurnished,Ready,2024-04-05,364430,Unknown,0,0,0,4795.362,0,Jumeirah Park,Dubai,UAE,25.0469412,55.15481775751905,For Sale,1564.0112258469746,4.859066666666666
450000,Average,Apartment,1,1,"Mazaya 17, Queue Point, Liwan, Dubai",Furnished,Ready,2024-04-04,41924,MAZAYA 17,2015,67,6,699.66,2,Liwan,Dubai,UAE,25.1101209,55.3676993,For Sale,643.1695394906097,9.316444444444445
4468146,High,Apartment,2,4,"SLS Dubai Hotel & Residences, Business Bay, Dubai",Furnished,Ready,2024-04-05,310225,SLS DUBAI,2021,818,81,957.0,16,Business Bay,Dubai,UAE,25.18942655,55.26481901527489,For Sale,4668.909090909091,6.943036328714415
1122000,Average,Apartment,1,1,"Concorde Tower, JLT Cluster H, Jumeirah Lake Towers (JLT), Dubai",Furnished,Ready,2024-04-02,83405,CONCORDE TOWER 1,2010,0,44,583.0,0,Jumeirah Lake Towers (JLT),Dubai,UAE,25.0690625,55.141165591907736,For Sale,1924.5283018867924,7.433600713012478
6100000,High,Apartment,4,5,"Rimal 5, Rimal, Jumeirah Beach Residence (JBR), Dubai",Unfurnished,Ready,2024-04-02,259173,Rimal 5,2007,0,40,5134.428,0,Jumeirah Beach Residence (JBR),Dubai,UAE,25.0778021,55.13518094856796,For Sale,1188.0583387282868,4.248737704918033
2980000,High,Apartment,2,3,"Yansoon 1, Yansoon, Old Town, Downtown Dubai, Dubai",Unfurnished,Ready,2024-03-28,168166,YANSOON 1,2009,0,3,957.0,0,Downtown Dubai,Dubai,UAE,25.18668425,55.27470526460112,For Sale,3113.8975966562175,5.643154362416107
2000000,Medium,Apartment,3,5,"Lake Point Tower, JLT Cluster N, Jumeirah Lake Towers (JLT), Dubai",Unfurnished,Ready,2024-03-25,249483,Lakepoint N2,2009,0,46,5457.348,0,Jumeirah Lake Towers (JLT),Dubai,UAE,25.0690625,55.141165591907736,For Sale,366.47837008011953,12.47415
450000,Average,Apartment,0,1,"Al Jawhara Residences, JVT District 2, Jumeirah Village Triangle (JVT), Dubai",Unfurnished,Ready,2024-03-28,49677,AL JAWHARA TOWER,2020,575,37,688.0,4,Jumeirah Village Triangle (JVT),Dubai,UAE,25.045564,55.187287,For Sale,654.0697674418604,11.039333333333333
1000000,Average,Apartment,2,3,"Al Ramth 41, Al Ramth, Remraam, Dubai",Unfurnished,Ready,2024-04-15,118714,AL RAMTH 41,2011,0,6,559.728,0,Remraam,Dubai,UAE,25.0013542,55.24885632771925,For Sale,1786.5820541405826,11.8714
1550000,Medium,Apartment,3,4,"Al Ramth 28, Al Ramth, Remraam, Dubai",Unfurnished,Ready,2024-03-20,169340,AL RAMTH 28,2011,0,8,796.536,0,Remraam,Dubai,UAE,25.0013542,55.24885632771925,For Sale,1945.9258589693375,10.925161290322581
1299999,Average,Townhouse,3,3,"Albizia, DAMAC Hills 2 (Akoya by DAMAC), Dubai",Unfurnished,Ready,2024-03-11,98639,Unknown,0,0,0,4391.7119999999995,0,DAMAC Hills 2 (Akoya by DAMAC),Dubai,UAE,24.982883,55.37972,For Sale,296.01189695499164,7.587621221247093
14500000,High,Villa,5,6,"Sidra 1, Sidra Villas, Dubai Hills Estate, Dubai",Furnished,Ready,2024-03-09,911011,Unknown,0,0,0,3729.7259999999997,0,Dubai Hills Estate,Dubai,UAE,25.09872095,55.25394008697513,For Sale,3887.685047105337,6.28283448275862
1950000,Medium,Apartment,1,2,"DAMAC Heights, Dubai Marina, Dubai",Unfurnished,Ready,2024-02-26,155553,DAMAC HEIGHTS,2018,703,80,884.0,12,Dubai Marina,Dubai,UAE,25.0786415,55.1352524,For Sale,2205.8823529411766,7.977076923076923
3400000,High,Apartment,2,3,"DAMAC Heights, Dubai Marina, Dubai",Unfurnished,Ready,2024-03-12,204437,DAMAC HEIGHTS,2018,703,80,884.0,12,Dubai Marina,Dubai,UAE,25.0786415,55.1352524,For Sale,3846.153846153846,6.012852941176471
2100000,Medium,Apartment,1,2,"Anwa, Dubai Maritime City, Dubai",Unfurnished,Ready,2024-02-29,103435,THE ANWA BY OMNIYAT,2021,357,49,628.0,6,Dubai Maritime City,Dubai,UAE,25.262151,55.26537042587559,For Sale,3343.9490445859874,4.92547619047619
1100000,Average,Apartment,1,2,"Bloom Heights, JVC District 15, Jumeirah Village Circle (JVC), Dubai",Furnished,Ready,2024-03-21,77919,Unknown,0,0,0,1130.22,0,Jumeirah Village Circle (JVC),Dubai,UAE,25.0559446,55.20746502861806,For Sale,973.2618428270601,7.083545454545455
1950000,Medium,Apartment,0,1,"The Address Downtown Hotel (Lake Hotel), Downtown Dubai, Dubai",Furnished,Ready,2024-03-28,150831,Burj Lake Hotel - The Address DownTown,2009,884,65,1388.5559999999998,26,Downtown Dubai,Dubai,UAE,25.18668425,55.27470526460112,For Sale,1404.3365913942255,7.734923076923077
1450000,Medium,Apartment,3,4,"Al Thamam 20, Al Thamam, Remraam, Dubai",Unfurnished,Ready,2024-03-07,87024,Unknown,0,0,0,4391.7119999999995,0,Remraam,Dubai,UAE,25.0013542,55.24885632771925,For Sale,330.1673698093136,6.001655172413793
11500000,High,Villa,4,5,"Nad Al Sheba Gardens, Nad Al Sheba 1, Nad Al Sheba, Dubai",Furnished,Ready,2024-02-21,325410,Unknown,0,0,0,4795.362,0,Nad Al Sheba,Dubai,UAE,25.1597355,55.3436278,For Sale,2398.1505462986943,2.8296521739130434
650000,Average,Apartment,1,2,"Al Thamam 30, Al Thamam, Remraam, Dubai",Unfurnished,Ready,2024-03-18,61514,AL THAMAM 30,2011,0,7,645.8399999999999,0,Remraam,Dubai,UAE,25.0013542,55.24885632771925,For Sale,1006.4412238325283,9.463692307692307
1850000,Medium,Apartment,1,2,"Aykon City Tower B, Aykon City, Business Bay, Dubai",Unfurnished,Ready,2024-01-11,118418,AYKON CITY-TOWER B,2023,1295,55,1130.22,13,Business Bay,Dubai,UAE,25.18942655,55.26481901527489,For Sale,1636.8494629364195,6.400972972972974
1499999,Medium,Apartment,2,3,"Gardenia Livings, Arjan, Dubai",Unfurnished,Ready,2024-03-15,138887,Gardenia Livings,2023,160,6,2529.54,4,Arjan,Dubai,UAE,25.0627549,55.2392983,For Sale,592.9927971093558,9.259139506093005
2500000,Medium,Townhouse,3,3,"Mira Oasis 1, Mira Oasis, Reem, Dubai",Unfurnished,Ready,2023-12-21,180989,Unknown,0,0,0,4391.7119999999995,0,Reem,Dubai,UAE,25.0315993,55.275689057829474,For Sale,569.2540858781268,7.239560000000001
1100000,Average,Apartment,0,1,"Aykon City Tower B, Aykon City, Business Bay, Dubai",Furnished,Ready,2024-01-25,74494,AYKON CITY-TOWER B,2023,1295,55,1388.5559999999998,13,Business Bay,Dubai,UAE,25.18942655,55.26481901527489,For Sale,792.1898720685375,6.772181818181819
2250000,Medium,Apartment,1,2,"UPSIDE, Business Bay, Dubai",Furnished,Ready,2024-04-22,145328,UPSIDE LIVING,2023,495,12,628.0,7,Business Bay,Dubai,UAE,25.18942655,55.26481901527489,For Sale,3582.8025477707006,6.459022222222222
4240000,High,Apartment,4,5,"Sadaf 2, Sadaf, Jumeirah Beach Residence (JBR), Dubai",Unfurnished,Ready,2024-04-05,301154,Sadaf 2,2007,0,44,3541.3559999999998,0,Jumeirah Beach Residence (JBR),Dubai,UAE,25.0778021,55.13518094856796,For Sale,1197.281493303695,7.102688679245284
3800000,High,Villa,4,5,"Hyati Residences, JVC District 14, Jumeirah Village Circle (JVC), Dubai",Furnished,Ready,2023-12-02,238585,Unknown,0,0,0,4795.362,0,Jumeirah Village Circle (JVC),Dubai,UAE,25.0559446,55.20746502861806,For Sale,792.4323544291339,6.278552631578947
799999,Average,Apartment,0,1,"Elite Business Bay Residence, Business Bay, Dubai",Furnished,Ready,2024-03-22,65749,Elite Business Bay Residence,2020,771,31,937.0,9,Business Bay,Dubai,UAE,25.18942655,55.26481901527489,For Sale,853.7876200640342,8.218635273294092
520000,Average,Apartment,0,1,"Miraclz Tower by Danube, Arjan, Dubai",Furnished,Ready,2023-12-02,45528,MIRACLZ TOWER,2019,604,38,810.0,6,Arjan,Dubai,UAE,25.0627549,55.2392983,For Sale,641.9753086419753,8.755384615384616
1080000,Average,Apartment,1,1,"Al Samar 2, Al Samar, The Greens, Dubai",Unfurnished,Ready,2024-04-22,93345,SAMAR 2,2007,0,8,1119.456,0,The Greens,Dubai,UAE,25.09297535,55.17214781705864,For Sale,964.7543092359147,8.643055555555556
5250000,High,Apartment,3,4,"Sadaf 7, Sadaf, Jumeirah Beach Residence (JBR), Dubai",Unfurnished,Ready,2024-04-01,384437,Sadaf 7,2007,0,53,4886.856,0,Jumeirah Beach Residence (JBR),Dubai,UAE,25.0778021,55.13518094856796,For Sale,1074.310354141804,7.322609523809525
850000,Average,Apartment,2,3,"Silicon Gates 1, Silicon Gates, Dubai Silicon Oasis (DSO), Dubai",Unfurnished,Ready,2023-09-27,60401,SILICON GATES 1,2013,0,27,712.0,0,Dubai Silicon Oasis (DSO),Dubai,UAE,25.123803,55.384144,For Sale,1193.8202247191011,7.106
4800000,High,Apartment,3,3,"Downtown Views II Tower 3, Downtown Views II, Za'abeel 2, Za'abeel, Dubai",Unfurnished,Ready,2024-04-04,265493,Downtown Views II T3,2022,1959,50,4391.7119999999995,8,Za'abeel,Dubai,UAE,25.21683265,55.30011608643647,For Sale,1092.9678448860036,5.531104166666666
6000000,High,Villa,5,6,"Brookfield, DAMAC Hills, Dubai",Furnished,Ready,2024-03-14,460281,Unknown,0,0,0,3729.7259999999997,0,DAMAC Hills,Dubai,UAE,25.0264384,55.251228,For Sale,1608.697260871174,7.67135
3999000,High,Apartment,2,3,"Dubai Creek Residence Tower 1 South, Dubai Creek Residences, Dubai Creek Harbour, Dubai",Unfurnished,Ready,2023-10-27,217295,THE DUBAI CREEK RESIDENCES - SOUTH TOWER 1,2018,0,37,2820.1679999999997,3,Dubai Creek Harbour,Dubai,UAE,25.197978,55.36037960558315,For Sale,1418.0006297497173,5.43373343335834
2400000,Medium,Villa,3,4,"Reem Townhouses, Town Square, Dubai",Unfurnished,Ready,2023-12-15,146332,Unknown,0,0,0,4391.7119999999995,0,Town Square,Dubai,UAE,25.01085145,55.28887629766314,For Sale,546.4839224430018,6.097166666666666
2400000,Medium,Apartment,2,3,"The Atria Residences, The Atria, Business Bay, Dubai",Furnished,Ready,2024-03-01,157997,ATRIA RA,2018,405,29,3498.2999999999997,4,Business Bay,Dubai,UAE,25.18942655,55.26481901527489,For Sale,686.0475087899838,6.583208333333333
2899999,Medium,Apartment,2,2,"Palace Residences, Dubai Creek Harbour, Dubai",Unfurnished,Ready,2024-03-14,190580,Palace Residences,2022,754,42,957.0,7,Dubai Creek Harbour,Dubai,UAE,25.197978,55.36037960558315,For Sale,3030.301985370951,6.571726404043588
3300000,High,Apartment,3,4,"Murjan 3, Murjan, Jumeirah Beach Residence (JBR), Dubai",Unfurnished,Ready,2023-05-31,291330,Murjan 3,2007,0,33,2561.832,0,Jumeirah Beach Residence (JBR),Dubai,UAE,25.0778021,55.13518094856796,For Sale,1288.1406743299326,8.828181818181818
850000,Average,Apartment,2,2,"Al Thamam 41, Al Thamam, Remraam, Dubai",Unfurnished,Ready,2024-01-22,69796,AL THAMAM 41,2011,0,8,699.66,0,Remraam,Dubai,UAE,25.0013542,55.24885632771925,For Sale,1214.8757968155962,8.211294117647059
1280000,Average,Apartment,0,1,"Seven Palm, Palm Jumeirah, Dubai",Furnished,Ready,2024-03-05,100723,SEVEN HOTEL & APARTMENTS THE PALM - A,2022,1036,20,735.0,14,Palm Jumeirah,Dubai,UAE,25.10019025,55.11853499506269,For Sale,1741.4965986394557,7.868984375
400000,Average,Apartment,0,1,"MAG 520, MAG 5 Boulevard, Dubai South, Dubai",Unfurnished,Ready,2024-01-17,35620,MAG 520,2019,133,6,699.66,2,Dubai South,Dubai,UAE,24.9144391,55.1615128,For Sale,571.7062573249865,8.905000000000001
2250000,Medium,Apartment,1,2,"Anwa, Dubai Maritime City, Dubai",Furnished,Ready,2024-02-09,104582,THE ANWA BY OMNIYAT,2021,357,49,628.0,6,Dubai Maritime City,Dubai,UAE,25.262151,55.26537042587559,For Sale,3582.8025477707006,4.648088888888889
700000,Average,Apartment,1,2,"Hub Canal 1, Dubai Sports City, Dubai",Unfurnished,Ready,2023-10-04,69245,Hub Canal 1,2010,0,15,2012.868,0,Dubai Sports City,Dubai,UAE,25.0321379,55.219353,For Sale,347.762496100092,9.892142857142858
390000,Average,Apartment,0,1,"Madison Residences, Majan, Dubai",Furnished,Ready,2023-08-02,36897,MADISON ASTOR,2013,0,4,818.064,0,Majan,Dubai,UAE,25.0929388,55.3184835,For Sale,476.7353165522502,9.46076923076923
875000,Average,Apartment,2,2,"Al Thamam 24, Al Thamam, Remraam, Dubai",Unfurnished,Ready,2024-02-01,69550,AL THAMAM 24,2011,0,7,645.8399999999999,0,Remraam,Dubai,UAE,25.0013542,55.24885632771925,For Sale,1354.824724389942,7.948571428571428
3300000,High,Apartment,3,4,"Building 1, Hartland Greens, Sobha Hartland, Dubai",Unfurnished,Ready,2023-11-08,267033,SOBHA HARTLAND GREENS- PHASE II (BUILDING 01),2020,437,1,2863.2239999999997,6,Sobha Hartland,Dubai,UAE,25.177246,55.30791298414965,For Sale,1152.5469191373084,8.091909090909091
1000000,Average,Apartment,1,2,"Binghatti Avenue, Al Jaddaf, Dubai",Furnished,Ready,2023-11-02,82187,Binghatti Avenue,2022,749,34,1130.22,10,Al Jaddaf,Dubai,UAE,25.2142937,55.324569,For Sale,884.7834934791456,8.2187
1050000,Average,Apartment,1,2,"Binghatti Avenue, Al Jaddaf, Dubai",Unfurnished,Ready,2023-11-02,83135,Binghatti Avenue,2022,749,34,1130.22,10,Al Jaddaf,Dubai,UAE,25.2142937,55.324569,For Sale,929.0226681531029,7.917619047619047
1300000,Average,Apartment,2,2,"Manchester Tower, Dubai Marina, Dubai",Unfurnished,Ready,2024-04-20,117061,MANCHESTER,2008,0,33,957.0,0,Dubai Marina,Dubai,UAE,25.0786415,55.1352524,For Sale,1358.4117032392894,9.004692307692308
1849000,Medium,Apartment,1,1,"Claren Tower 1, Claren Towers, Downtown Dubai, Dubai",Furnished,Ready,2024-03-29,148842,CLAREN TOWER 1,2012,0,19,1388.5559999999998,0,Downtown Dubai,Dubai,UAE,25.18668425,55.27470526460112,For Sale,1331.5991576861145,8.04986479177934
750000,Average,Apartment,1,2,"Al Thamam 47, Al Thamam, Remraam, Dubai",Unfurnished,Ready,2024-03-28,91423,Unknown,0,0,0,1130.22,0,Remraam,Dubai,UAE,25.0013542,55.24885632771925,For Sale,663.5876201093592,12.189733333333333
3070000,High,Apartment,1,1,"Marina Vista Tower 1, Marina Vista, Emaar Beachfront, Dubai Harbour, Dubai",Furnished,Ready,2024-03-21,182466,Marina Vista Tower 1,2023,732,36,566.0,6,Dubai Harbour,Dubai,UAE,25.0956188,55.13800090659106,For Sale,5424.028268551237,5.943517915309447
3300000,High,Townhouse,3,4,"Jade at the Fields, The Fields, District 11, Mohammed Bin Rashid City, Dubai",Unfurnished,Ready,2024-03-07,161341,Unknown,0,0,0,4391.7119999999995,0,Mohammed Bin Rashid City,Dubai,UAE,25.1640592,55.28566124091724,For Sale,751.4153933591275,4.889121212121212
2443888,Medium,Apartment,1,2,"Boulevard Crescent Podium, Boulevard Crescent Towers, Downtown Dubai, Dubai",Unfurnished,Ready,2024-04-15,164060,BLVD CRESCENT Podium,2018,504,3,721.188,7,Downtown Dubai,Dubai,UAE,25.18668425,55.27470526460112,For Sale,3388.697537951269,6.713073594207263
3000000,High,Apartment,2,2,"Downtown Views II Tower 2, Downtown Views II, Za'abeel 2, Za'abeel, Dubai",Unfurnished,Ready,2024-02-06,170733,Downtown Views II T2,2022,1959,58,957.0,9,Za'abeel,Dubai,UAE,25.21683265,55.30011608643647,For Sale,3134.796238244514,5.6911000000000005
3200000,High,Apartment,2,2,"Downtown Views II Tower 2, Downtown Views II, Za'abeel 2, Za'abeel, Dubai",Unfurnished,Ready,2024-01-17,170733,Downtown Views II T2,2022,1959,58,957.0,9,Za'abeel,Dubai,UAE,25.21683265,55.30011608643647,For Sale,3343.7826541274817,5.33540625
1490000,Medium,Apartment,2,3,"Equiti Residence, Al Furjan, Dubai",Unfurnished,Ready,2023-12-25,123125,EQUITI RESIDENCE,2023,145,13,2475.72,3,Al Furjan,Dubai,UAE,25.0267099,55.1469903,For Sale,601.8451198035319,8.263422818791947
3605888,High,Apartment,2,3,"BLVD Heights Podium, BLVD Heights, Downtown Dubai, Dubai",Unfurnished,Ready,2023-07-20,244074,Blvd Heights Podium,2020,79,8,1894.464,14,Downtown Dubai,Dubai,UAE,25.18668425,55.27470526460112,For Sale,1903.3816425120774,6.7687626459834584
22000000,High,Villa,5,6,"District One Villas, District One, Mohammed Bin Rashid City, Dubai",Unfurnished,Ready,2023-12-19,1444945,Unknown,0,0,0,3729.7259999999997,0,Mohammed Bin Rashid City,Dubai,UAE,25.1640592,55.28566124091724,For Sale,5898.556623194305,6.567931818181819
3100000,High,Apartment,2,3,"Acacia B, Acacia, Park Heights, Dubai Hills Estate, Dubai",Unfurnished,Ready,2024-04-18,214044,ACACIA AT PARK HEIGHTS BUILDING B,2019,326,10,4079.5559999999996,6,Dubai Hills Estate,Dubai,UAE,25.09872095,55.25394008697513,For Sale,759.8866151120368,6.904645161290322
1200000,Average,Apartment,2,3,"Al Thamam 47, Al Thamam, Remraam, Dubai",Unfurnished,Ready,2023-11-16,103839,Unknown,0,0,0,957.0,0,Remraam,Dubai,UAE,25.0013542,55.24885632771925,For Sale,1253.9184952978057,8.65325
1799999,Medium,Apartment,1,1,"Creek Edge Tower 2, Creek Edge, Dubai Creek Harbour, Dubai",Unfurnished,Ready,2024-04-17,111259,CREEK EDGE Tower 2,2023,197,20,3767.3999999999996,5,Dubai Creek Harbour,Dubai,UAE,25.197978,55.36037960558315,For Sale,477.78282104369066,6.181058989477217
865000,Average,Apartment,1,2,"Casa Grande, JVC District 11, Jumeirah Village Circle (JVC), Dubai",Unfurnished,Ready,2024-02-07,72905,Casa Grande,2023,105,6,1625.3639999999998,2,Jumeirah Village Circle (JVC),Dubai,UAE,25.0559446,55.20746502861806,For Sale,532.1884820877048,8.428323699421965
